job_id,job_title,company,domain,location,experience_required,required_skills,job_description
JOB-0105,LLM Applications Engineer,InnoWave Solutions,AI & Machine Learning,Remote,Entry Level (0-1 yrs),"PyTorch, Python, Natural Language Processing, Mathematics & Linear Algebra, Fine-Tuning, Git, REST APIs, Deep Learning","We are hiring a LLM Applications Engineer to scale our ML infrastructure. Responsibilities include training vision and language models using PyTorch, Python, Natural Language Processing, Mathematics & Linear Algebra and continuous MLOps pipelines. Must have strong hands-on proficiency in PyTorch, Python, Natural Language Processing, Mathematics & Linear Algebra, Fine-Tuning, Git, REST APIs, Deep Learning. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0106,Junior Data Scientist,Apex FinTech,Data Science & Analytics,Hybrid,Associate (1-2 yrs),"Time Series Forecasting, Scikit-Learn, Spark, Exploratory Data Analysis, Hypothesis Testing, Data Storytelling, Git, Pandas, NumPy","As a Junior Data Scientist, you will design ML pipelines using Time Series Forecasting, Scikit-Learn, Spark, Exploratory Data Analysis, optimize database queries, and present findings using Looker to executive leadership. Must have strong hands-on proficiency in Time Series Forecasting, Scikit-Learn, Spark, Exploratory Data Analysis, Hypothesis Testing, Data Storytelling, Git, Pandas, NumPy. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0107,SOC Analyst,Krypton Security,Cybersecurity & Information Security,"Lahore, PK",Associate (1-2 yrs),"Python Scripting, Metasploit, Cryptography Basics, Wireshark, Ethical Hacking, Incident Response, Security Compliance (ISO/NIST), Vulnerability Assessment","Seeking an energetic SOC Analyst to conduct threat hunting and pen-testing. Key responsibilities include identifying software vulnerabilities using Python Scripting, Metasploit, Cryptography Basics, Wireshark and Burp Suite. Must have strong hands-on proficiency in Python Scripting, Metasploit, Cryptography Basics, Wireshark, Ethical Hacking, Incident Response, Security Compliance (ISO/NIST), Vulnerability Assessment. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0108,DevOps Engineer,DataSphere Analytics,Cloud Computing & DevOps,"Islamabad, PK",Entry Level (0-1 yrs),"Kubernetes, Git, AWS, Azure, Cloud Security, Grafana, GitHub Actions, Linux","As our DevOps Engineer, you will architect scalable cloud environments using Kubernetes, Git, AWS, Azure, maintain observability with Terraform, and enforce infrastructure security. Must have strong hands-on proficiency in Kubernetes, Git, AWS, Azure, Cloud Security, Grafana, GitHub Actions, Linux. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0109,Junior Data Scientist,Starlight Media Labs,Data Science & Analytics,"Dubai, UAE",Entry Level (0-1 yrs),"Git, NumPy, Time Series Forecasting, A/B Testing, Statistical Modeling, Feature Engineering, Snowflake, Data Storytelling","Looking for a motivated Junior Data Scientist to join our analytics team. Key responsibilities include statistical modeling, data cleaning with Git, NumPy, Time Series Forecasting, A/B Testing, and translating data into strategic recommendations. Must have strong hands-on proficiency in Git, NumPy, Time Series Forecasting, A/B Testing, Statistical Modeling, Feature Engineering, Snowflake, Data Storytelling. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0110,Software Engineer,Starlight Media Labs,Full Stack & Web Development,"Lahore, PK",Associate (1-2 yrs),"Next.js, Redux, Node.js, SQL, Microservices Architecture, Jest, HTML5, PostgreSQL","We are seeking a talented Software Engineer to build responsive, robust web applications using Next.js, Redux, Node.js, SQL. You will design REST APIs and craft smooth user interfaces with modern frameworks. Must have strong hands-on proficiency in Next.js, Redux, Node.js, SQL, Microservices Architecture, Jest, HTML5, PostgreSQL. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0111,Computer Vision Engineer,Quantum Digital,AI & Machine Learning,"Lahore, PK",Entry Level (0-1 yrs),"ONNX, REST APIs, Mathematics & Linear Algebra, Transformers, Scikit-Learn, TensorFlow, Git, Model Optimization, MLflow","Join our frontier AI team as an Computer Vision Engineer. You will design, train, and deploy state-of-the-art neural networks using ONNX, REST APIs, Mathematics & Linear Algebra, Transformers to solve complex computer perception and NLP tasks. Must have strong hands-on proficiency in ONNX, REST APIs, Mathematics & Linear Algebra, Transformers, Scikit-Learn, TensorFlow, Git, Model Optimization, MLflow. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0112,LLM Applications Engineer,Synergy Global,AI & Machine Learning,"Dubai, UAE",Entry Level (0-1 yrs),"Deep Learning, NumPy, Scikit-Learn, Transformers, Python, MLflow","Join our frontier AI team as an LLM Applications Engineer. You will design, train, and deploy state-of-the-art neural networks using Deep Learning, NumPy, Scikit-Learn, Transformers to solve complex computer perception and NLP tasks. Must have strong hands-on proficiency in Deep Learning, NumPy, Scikit-Learn, Transformers, Python, MLflow. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0113,Network Security Associate,Pulse Software Studio,Cybersecurity & Information Security,Remote,Entry Level (0-1 yrs),"Metasploit, Cryptography Basics, Network Security, Linux, Wireshark, TCP/IP & Firewalls, Burp Suite, Python Scripting, Security Compliance (ISO/NIST)","Seeking an energetic Network Security Associate to conduct threat hunting and pen-testing. Key responsibilities include identifying software vulnerabilities using Metasploit, Cryptography Basics, Network Security, Linux and Metasploit. Must have strong hands-on proficiency in Metasploit, Cryptography Basics, Network Security, Linux, Wireshark, TCP/IP & Firewalls, Burp Suite, Python Scripting, Security Compliance (ISO/NIST). Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0114,Information Security Specialist,Krypton Security,Cybersecurity & Information Security,"Islamabad, PK",Entry Level (0-1 yrs),"Cryptography Basics, TCP/IP & Firewalls, Vulnerability Assessment, Cloud Security Auditing, Linux","We are hiring a vigilant Information Security Specialist to monitor security operations, analyze intrusion alerts using Cryptography Basics, TCP/IP & Firewalls, Vulnerability Assessment, Cloud Security Auditing, and perform vulnerability scans across enterprise systems. Must have strong hands-on proficiency in Cryptography Basics, TCP/IP & Firewalls, Vulnerability Assessment, Cloud Security Auditing, Linux. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0115,DevSecOps Associate,InnoWave Solutions,Cloud Computing & DevOps,"Karachi, PK",Associate (1-2 yrs),"Networking Basics, Azure, Docker, Terraform, Kubernetes","Looking for a high-performing DevSecOps Associate to automate deployment lifecycles, manage container orchestration using Networking Basics, Azure, Docker, Terraform, and ensure 99.9% cloud infrastructure uptime. Must have strong hands-on proficiency in Networking Basics, Azure, Docker, Terraform, Kubernetes. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0116,Junior Data Scientist,Quantum Digital,Data Science & Analytics,"London, UK",Entry Level (0-1 yrs),"NumPy, Matplotlib, Statistical Modeling, Scikit-Learn, Pandas, Tableau, XGBoost, Exploratory Data Analysis","We are seeking a Junior Data Scientist with strong analytical abilities. You will extract actionable insights from large datasets, build predictive models using NumPy, Matplotlib, Statistical Modeling, Scikit-Learn, and build dashboards in Tableau for stakeholders. Must have strong hands-on proficiency in NumPy, Matplotlib, Statistical Modeling, Scikit-Learn, Pandas, Tableau, XGBoost, Exploratory Data Analysis. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0117,DevOps Engineer,Orbital HealthTech,Cloud Computing & DevOps,"Islamabad, PK",Entry Level (0-1 yrs),"Cloud Security, ArgoCD, Ansible, Terraform, Bash Scripting, AWS, Docker, Kubernetes, Linux, CI/CD Pipelines","We are seeking a DevOps Engineer passionate about automation. You will implement CI/CD pipelines, configure cloud services with Cloud Security, ArgoCD, Ansible, Terraform, and streamline developer workflows. Must have strong hands-on proficiency in Cloud Security, ArgoCD, Ansible, Terraform, Bash Scripting, AWS, Docker, Kubernetes, Linux, CI/CD Pipelines. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0118,Android Developer (Kotlin),CyberGuard Solutions,Mobile Application Development,Remote,Associate (1-2 yrs),"Git, REST APIs, Push Notifications, Firebase, Mobile UI/UX Design","Looking for a Android Developer (Kotlin) to lead cross-platform app initiatives. You will develop modern interactive UI layouts with Git, REST APIs, Push Notifications, Firebase and manage local caching with Fastlane. Must have strong hands-on proficiency in Git, REST APIs, Push Notifications, Firebase, Mobile UI/UX Design. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0119,Network Security Associate,Apex FinTech,Cybersecurity & Information Security,Remote,Associate (1-2 yrs),"Malware Analysis, Wireshark, Linux, SIEM Tools, Cryptography Basics","Seeking an energetic Network Security Associate to conduct threat hunting and pen-testing. Key responsibilities include identifying software vulnerabilities using Malware Analysis, Wireshark, Linux, SIEM Tools and Splunk. Must have strong hands-on proficiency in Malware Analysis, Wireshark, Linux, SIEM Tools, Cryptography Basics. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0120,iOS Developer (Swift),Starlight Media Labs,Mobile Application Development,"Karachi, PK",Entry Level (0-1 yrs),"Kotlin, CI/CD for Mobile, Mobile Architecture, React Native, GraphQL, Mobile UI/UX Design, State Management (Provider/Bloc/Redux), Git, Swift","We are seeking a creative iOS Developer (Swift) to build high-performance mobile applications using Kotlin, CI/CD for Mobile, Mobile Architecture, React Native. You will integrate backend REST APIs and ensure seamless 60fps animations. Must have strong hands-on proficiency in Kotlin, CI/CD for Mobile, Mobile Architecture, React Native, GraphQL, Mobile UI/UX Design, State Management (Provider/Bloc/Redux), Git, Swift. Experience with Entry Level (0-1 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
JOB-0121,Network Security Associate,Synergy Global,Cybersecurity & Information Security,Remote,Associate (1-2 yrs),"Network Security, Ethical Hacking, Wireshark, Cryptography Basics, Vulnerability Assessment, Malware Analysis, Burp Suite, Incident Response","Join our SecOps team as a Network Security Associate. You will safeguard critical digital assets, investigate security breaches, and write automated detection scripts with Network Security, Ethical Hacking, Wireshark, Cryptography Basics. Must have strong hands-on proficiency in Network Security, Ethical Hacking, Wireshark, Cryptography Basics, Vulnerability Assessment, Malware Analysis, Burp Suite, Incident Response. Experience with Associate (1-2 yrs) in agile environments. Key responsibilities include collaborative coding, unit testing, and continuous deployment."
