id,type,track,topic,skill,difficulty,question,expected_answer_points,rubric_5,follow_up
Q-GEN-0249,Technical,Full-Stack Web Development,Database Normalization vs Denormalization,SQL Databases,Hard,What key best practices and metrics should an engineering team monitor when deploying features utilizing Database Normalization vs Denormalization?,"Mastery of 1NF, 2NF, 3NF forms | Mastery of Read vs Write performance | Mastery of Redundant columns | Mastery of Data integrity | Clear trade-off reasoning | Practical implementation awareness","Candidate articulates Database Normalization vs Denormalization fundamentals, discusses 1NF, 2NF, 3NF forms and Read vs Write performance, and recognizes production constraints.","If you had to scale or optimize Database Normalization vs Denormalization under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0250,Technical,Full-Stack Web Development,WebSockets vs Server-Sent Events (SSE),Real-time Web,Easy,"How would you explain WebSockets vs Server-Sent Events (SSE) to a junior engineer, and what are its key architectural components (Bi-directional full duplex, Uni-directional streaming, Connection overhead)?",Mastery of Bi-directional full duplex | Mastery of Uni-directional streaming | Mastery of Connection overhead | Mastery of Heartbeat mechanisms | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates WebSockets vs Server-Sent Events (SSE) fundamentals, discusses Bi-directional full duplex and Uni-directional streaming, and recognizes production constraints.","If you had to scale or optimize WebSockets vs Server-Sent Events (SSE) under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0251,Technical,Full-Stack Web Development,WebSockets vs Server-Sent Events (SSE),Real-time Web,Easy,"In a high-scale production system, what common pitfalls arise when implementing WebSockets vs Server-Sent Events (SSE), and how do you mitigate them?",Mastery of Bi-directional full duplex | Mastery of Uni-directional streaming | Mastery of Connection overhead | Mastery of Heartbeat mechanisms | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates WebSockets vs Server-Sent Events (SSE) fundamentals, discusses Bi-directional full duplex and Uni-directional streaming, and recognizes production constraints.","If you had to scale or optimize WebSockets vs Server-Sent Events (SSE) under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0252,Technical,Full-Stack Web Development,WebSockets vs Server-Sent Events (SSE),Real-time Web,Easy,"Can you compare WebSockets vs Server-Sent Events (SSE) with alternative approaches, detailing the specific performance and maintainability trade-offs?",Mastery of Bi-directional full duplex | Mastery of Uni-directional streaming | Mastery of Connection overhead | Mastery of Heartbeat mechanisms | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates WebSockets vs Server-Sent Events (SSE) fundamentals, discusses Bi-directional full duplex and Uni-directional streaming, and recognizes production constraints.","If you had to scale or optimize WebSockets vs Server-Sent Events (SSE) under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0253,Technical,Full-Stack Web Development,WebSockets vs Server-Sent Events (SSE),Real-time Web,Easy,Walk me through how you would troubleshoot a performance bottleneck related to WebSockets vs Server-Sent Events (SSE) in an enterprise application.,Mastery of Bi-directional full duplex | Mastery of Uni-directional streaming | Mastery of Connection overhead | Mastery of Heartbeat mechanisms | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates WebSockets vs Server-Sent Events (SSE) fundamentals, discusses Bi-directional full duplex and Uni-directional streaming, and recognizes production constraints.","If you had to scale or optimize WebSockets vs Server-Sent Events (SSE) under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0254,Technical,Full-Stack Web Development,WebSockets vs Server-Sent Events (SSE),Real-time Web,Easy,What key best practices and metrics should an engineering team monitor when deploying features utilizing WebSockets vs Server-Sent Events (SSE)?,Mastery of Bi-directional full duplex | Mastery of Uni-directional streaming | Mastery of Connection overhead | Mastery of Heartbeat mechanisms | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates WebSockets vs Server-Sent Events (SSE) fundamentals, discusses Bi-directional full duplex and Uni-directional streaming, and recognizes production constraints.","If you had to scale or optimize WebSockets vs Server-Sent Events (SSE) under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0255,Technical,Full-Stack Web Development,WebSockets vs Server-Sent Events (SSE),Real-time Web,Medium,"How would you explain WebSockets vs Server-Sent Events (SSE) to a junior engineer, and what are its key architectural components (Bi-directional full duplex, Uni-directional streaming, Connection overhead)?",Mastery of Bi-directional full duplex | Mastery of Uni-directional streaming | Mastery of Connection overhead | Mastery of Heartbeat mechanisms | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates WebSockets vs Server-Sent Events (SSE) fundamentals, discusses Bi-directional full duplex and Uni-directional streaming, and recognizes production constraints.","If you had to scale or optimize WebSockets vs Server-Sent Events (SSE) under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0256,Technical,Full-Stack Web Development,WebSockets vs Server-Sent Events (SSE),Real-time Web,Medium,"In a high-scale production system, what common pitfalls arise when implementing WebSockets vs Server-Sent Events (SSE), and how do you mitigate them?",Mastery of Bi-directional full duplex | Mastery of Uni-directional streaming | Mastery of Connection overhead | Mastery of Heartbeat mechanisms | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates WebSockets vs Server-Sent Events (SSE) fundamentals, discusses Bi-directional full duplex and Uni-directional streaming, and recognizes production constraints.","If you had to scale or optimize WebSockets vs Server-Sent Events (SSE) under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0257,Technical,Full-Stack Web Development,WebSockets vs Server-Sent Events (SSE),Real-time Web,Medium,"Can you compare WebSockets vs Server-Sent Events (SSE) with alternative approaches, detailing the specific performance and maintainability trade-offs?",Mastery of Bi-directional full duplex | Mastery of Uni-directional streaming | Mastery of Connection overhead | Mastery of Heartbeat mechanisms | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates WebSockets vs Server-Sent Events (SSE) fundamentals, discusses Bi-directional full duplex and Uni-directional streaming, and recognizes production constraints.","If you had to scale or optimize WebSockets vs Server-Sent Events (SSE) under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0258,Technical,Full-Stack Web Development,WebSockets vs Server-Sent Events (SSE),Real-time Web,Medium,Walk me through how you would troubleshoot a performance bottleneck related to WebSockets vs Server-Sent Events (SSE) in an enterprise application.,Mastery of Bi-directional full duplex | Mastery of Uni-directional streaming | Mastery of Connection overhead | Mastery of Heartbeat mechanisms | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates WebSockets vs Server-Sent Events (SSE) fundamentals, discusses Bi-directional full duplex and Uni-directional streaming, and recognizes production constraints.","If you had to scale or optimize WebSockets vs Server-Sent Events (SSE) under 10x traffic volume, what would be your first engineering step?"
Q-GEN-0259,Technical,Full-Stack Web Development,WebSockets vs Server-Sent Events (SSE),Real-time Web,Medium,What key best practices and metrics should an engineering team monitor when deploying features utilizing WebSockets vs Server-Sent Events (SSE)?,Mastery of Bi-directional full duplex | Mastery of Uni-directional streaming | Mastery of Connection overhead | Mastery of Heartbeat mechanisms | Clear trade-off reasoning | Practical implementation awareness,"Candidate articulates WebSockets vs Server-Sent Events (SSE) fundamentals, discusses Bi-directional full duplex and Uni-directional streaming, and recognizes production constraints.","If you had to scale or optimize WebSockets vs Server-Sent Events (SSE) under 10x traffic volume, what would be your first engineering step?"
